fecha,texto,longuitud,hashtags,num_hashtags,mencions,num_mencions,language,retweet_count,favorite_count,name_place,full_name_place,country,username,followers,friends,fecha_count
2020-10-01 00:38:11+00:00,"@LaTribuCamilo sabes como puedo localizar a camilo quiero hablar con el las experiencias que a vivido y por último para ver como organizar una colaboración, porfa ayuda etiqueta a Camilo",186,[],0,['LaTribuCamilo'],1,es,0,1,Santiago De Pillaro,"Santiago De Pillaro, Ecuador",Ecuador,DiegoRe98073306,0,3,2020-10-01 00:30:10+00:00
2020-10-01 00:37:25+00:00,"@plxcp Wenu :'v
Jaksjsj paroparo, que una estrellita se asome a tu ventanita a cantarte hoy y que la señora luna acompañe su melodía. https://t.co/L38EEAC1tE",157,[],0,['plxcp'],1,es,0,0,Guayaquil,"Guayaquil, Ecuador",Ecuador,spikespace_,8,89,2015-10-13 20:04:13+00:00
2020-10-01 00:36:56+00:00,"Muy pronto tendremos en #LaManá un nuevo modelo de recolección de basura, gracias a la alianza estratégica que realizamos pensando en mis hermanos lamanenses.

Día a día seguimos trabajando para que ya no solo seamos el encanto de #Cotopaxi, sino el encanto del #Ecuador 🇪🇨 https://t.co/foIY0w19t4",297,"['LaManá', 'Cotopaxi', 'Ecuador']",3,[],0,es,1,4,La Mana,"La Mana, Ecuador",Ecuador,politocarrera,849,1331,2011-03-12 14:37:36+00:00
2020-10-01 00:36:54+00:00,En 6 minutos un barcelona sometido debido a sus errores,55,[],0,[],0,es,0,0,Guayaquil,"Guayaquil, Ecuador",Ecuador,Luis96mtv,425,923,2012-03-05 00:29:29+00:00
2020-10-01 00:36:49+00:00,"Tanto mediocre? Regresa a ver los 10 años de tu gobierno y encontrarás muchos mediocres, empezando por ti. PRÓFUGO https://t.co/lvhcCR3Tor",138,[],0,[],0,es,0,0,Quito,"Quito, Ecuador",Ecuador,andresrude,252,2333,2010-07-30 00:47:49+00:00
2020-10-01 00:36:42+00:00,"#Quino el maravilloso padre de una niña humanista, pacifista, democrática, libertaria, filósofa. Ella con sus preguntas y enojos con el mundo (adulto) nos enseñó a pensar, indignarnos y ser críticos. Podemos decir, si duda que hay una Pedagogia-Mafalda? #Mafalda https://t.co/vC0uXJ6Nr2",286,"['Quino', 'Mafalda']",2,[],0,es,0,0,Cuenca,"Cuenca, Ecuador",Ecuador,JohannRIERA,192,154,2012-06-06 22:33:09+00:00
2020-10-01 00:36:00+00:00,"Si mi corazón sobrevive a Riveros, no dejo de fumar nunca",57,[],0,[],0,es,0,0,Quito,"Quito, Ecuador",Ecuador,aemino,444,827,2010-06-30 15:15:41+00:00
2020-10-01 00:35:24+00:00,Jaja alguien que me ayude a localizar a Camilo Echeverry para una colaboración,78,[],0,[],0,es,0,1,Ambato - Ecuador,Ambato - Ecuador,Ecuador,DiegoRe98073306,0,3,2020-10-01 00:30:10+00:00
2020-10-01 00:34:54+00:00,@plxcp A celebrá https://t.co/mAOgw53TFT,40,[],0,['plxcp'],1,es,0,0,Guayaquil,"Guayaquil, Ecuador",Ecuador,spikespace_,8,89,2015-10-13 20:04:13+00:00
2020-10-01 00:34:37+00:00,"En donde está esta RATA CRIMINAL, q no se lo ve en la CÁRCEL q él mismo mando a construir, x todos los daños que le hizo al pueblo y a mí país https://t.co/6uzkg63GJL",166,[],0,[],0,es,0,0,Quito,"Quito, Ecuador",Ecuador,JaimeLlanes1,478,1822,2011-06-01 22:53:37+00:00
2020-10-01 00:34:01+00:00,"🇻🇪 Diego Arria (@Diego_Arria), diplomático y político venezolano firma, junto a +200 personalidades de Iberoamérica, carta a la UE 🇪🇺 contra maniobras de Borrell. 

Tú también puedes firmar aquí: 
🖊️ https://t.co/BWAcUYBMJl https://t.co/BZmz0s7ZIw",247,[],0,['Diego_Arria'],1,es,0,0,Quito,"Quito, Ecuador",Ecuador,jonasveneccs,163,871,2011-08-29 14:47:51+00:00
2020-10-01 00:33:34+00:00,"Hoy veo con camisetas amarilla a Barcelona es decir hoy GANA, 19 horas 32 lo anunció , según la pantalla van 3 minutos 0 a 0.",125,[],0,[],0,es,0,0,Manta,"Manta, Ecuador",Ecuador,munozfel56,75,73,2011-05-28 17:23:57+00:00
2020-10-01 00:33:28+00:00,Mañana es un día dedicado a #NoPares ¿estamos listos? 👀,55,['NoPares'],1,[],0,es,1,3,Guayaquil,"Guayaquil, Ecuador",Ecuador,DulcePazEc,1847,1979,2010-03-28 06:53:49+00:00
2020-10-01 00:32:52+00:00,"Wow 
""El Gobierno Repartió"" 
No lo dice el Correismo lo dice #DanielMendoza aliado a @35PAIS y a @Lenin acusa directamente a #MariaPaulaRomo Ministra de @MinGobiernoEc 

#ElPeorGobiernoDeLaHistoria 
#HospitalDePedernales 
Será aquí también sacan el ""Influjo psíquico"" 😅😅😅😅😅😅 https://t.co/HEXY61n4QP",298,"['DanielMendoza', 'MariaPaulaRomo', 'ElPeorGobiernoDeLaHistoria', 'HospitalDePedernales']",4,"['35PAIS', 'Lenin', 'MinGobiernoEc']",3,es,4,1,Quito,"Quito, Ecuador",Ecuador,Pipo1178,1615,2896,2010-08-29 14:51:49+00:00
2020-10-01 00:32:42+00:00,Ya listos para iniciar los #EncuentrosPoscasteros Edición Virtual Ecuador gracias a @lospodcasteros https://t.co/otMlNgSd1F,123,['EncuentrosPoscasteros'],1,['lospodcasteros'],1,es,1,3,Guayaquil,"Guayaquil, Ecuador",Ecuador,elferchovasquez,356,474,2010-03-28 20:06:57+00:00
